1.00	12.40	8.40	9.60	1.60	10.00	5.60	1.20	2.40	2.80	13.60	10.40	11.60	12.00	19.20	12.00	2.00	2.00	4.80	1.20	2.00
1.00	7.60	7.10	8.40	4.80	19.60	12.40	1.60	0.40	2.80	1.60	13.20	8.00	5.60	5.20	4.00	2.00	25.20	21.60	13.20	10.00
1.00	7.10	2.40	2.00	3.50	26.00	18.00	12.00	8.00	10.00	3.50	5.20	11.20	5.20	4.80	13.20	16.80	10.00	6.40	5.60	3.50
1.00	5.60	10.80	8.00	15.60	8.80	1.60	2.00	6.40	4.80	8.80	6.00	15.20	3.20	6.80	20.40	12.40	3.20	0.40	14.30	7.60
1.00	5.20	24.40	17.60	13.60	34.40	24.00	12.80	15.20	7.10	4.80	5.60	6.00	15.20	9.60	12.00	7.10	8.00	6.40	6.40	17.20
1.00	5.20	6.00	6.40	8.40	6.00	4.40	14.30	9.20	12.40	8.00	5.60	3.20	10.00	7.60	6.80	16.40	4.80	1.60	1.60	3.20
1.00	5.20	4.80	6.40	4.00	2.80	1.60	3.50	1.60	1.20	2.00	2.40	1.20	8.80	3.50	0.80	1.60	2.80	14.00	11.20	9.60
1.00	6.00	6.00	8.40	7.10	10.00	0.40	18.00	7.60	6.40	10.00	5.60	4.80	12.00	10.00	8.80	6.40	3.20	4.40	3.20	2.80
1.00	6.00	6.00	10.00	6.40	14.80	10.40	6.80	7.10	14.00	6.80	16.00	18.40	7.10	1.60	4.00	5.20	8.00	10.80	7.60	2.00
1.00	4.80	5.20	13.60	8.00	1.20	11.20	8.80	6.40	11.60	8.80	8.00	14.00	8.40	4.00	2.40	19.20	14.80	9.60	0.40	0.80
1.00	4.40	6.00	5.60	7.10	8.80	4.40	16.80	12.80	9.20	6.40	20.80	0.40	1.20	10.00	16.40	12.40	31.20	18.40	10.00	5.60
1.00	4.40	6.00	5.60	7.10	8.80	4.40	16.80	12.80	9.20	6.40	20.80	0.40	1.20	10.00	16.40	12.40	31.20	18.40	10.00	5.60
1.00	4.40	2.00	18.40	10.80	7.10	8.00	8.80	6.00	2.80	0.40	1.20	14.80	7.10	9.60	16.00	5.20	9.20	11.20	7.10	8.40
1.00	3.50	5.20	0.80	3.20	5.20	4.00	5.60	18.00	11.20	4.40	11.20	6.80	2.00	4.40	0.80	2.00	2.00	10.00	14.80	7.10
1.00	3.50	5.20	0.80	3.20	5.20	4.00	5.60	18.00	11.20	4.40	11.20	6.80	2.00	4.40	0.80	2.00	2.00	10.00	14.80	7.10
1.00	3.20	16.40	16.00	20.40	14.80	36.40	30.80	15.20	1.60	3.50	13.20	6.40	25.20	16.40	7.10	1.60	12.40	6.80	2.00	8.40
1.00	3.20	5.60	22.00	15.60	15.20	10.00	8.40	15.60	2.80	4.80	16.40	13.60	13.20	4.00	14.80	6.80	7.60	8.40	18.40	11.60
1.00	3.20	5.60	22.00	7.60	8.40	3.20	19.20	11.60	6.40	7.60	4.40	6.00	1.60	3.50	9.60	4.40	1.60	20.00	21.20	6.40
1.00	3.20	5.20	13.60	17.20	13.20	10.80	10.80	8.80	40.00	35.20	23.50	16.00	12.00	0.80	8.40	2.00	2.80	2.40	4.80	9.20
1.00	3.20	5.20	10.40	9.20	20.40	6.40	5.20	8.00	16.00	12.80	10.40	18.00	21.20	11.20	5.20	4.00	16.00	9.60	10.80	8.80
1.00	3.20	5.20	9.20	21.20	3.20	3.50	2.40	5.20	2.40	3.20	18.40	14.30	12.40	33.10	22.70	16.40	11.60	8.40	4.00	4.00
1.00	3.20	4.80	4.80	4.40	0.40	6.40	6.80	12.00	5.60	4.40	11.20	1.60	8.80	6.40	7.10	24.80	16.40	23.50	19.20	20.80
1.00	3.20	4.80	4.40	2.80	7.60	4.40	5.60	2.00	3.20	5.60	3.50	18.40	8.00	6.00	16.00	5.20	2.40	0.40	0.80	4.40
1.00	3.20	4.00	5.60	6.80	4.00	2.80	7.60	2.00	4.00	2.80	3.50	1.60	1.60	2.80	3.20	3.50	3.50	3.50	13.60	10.00
1.00	3.20	2.80	4.80	6.00	13.60	16.80	12.40	12.00	3.50	0.80	2.80	3.50	6.00	6.40	17.20	27.50	18.40	10.40	22.00	16.40
1.00	3.20	3.50	4.00	5.20	6.00	6.40	6.40	28.40	18.40	12.40	15.20	10.00	6.80	11.60	19.60	14.30	20.40	33.60	24.40	16.80
1.00	3.20	14.80	7.10	6.00	4.00	2.80	2.00	24.40	2.00	2.00	0.40	0.40	1.60	0.80	8.80	7.60	1.20	0.80	9.20	5.20
1.00	3.20	14.80	7.10	6.00	4.00	2.80	2.00	24.40	2.00	2.00	0.40	0.40	1.60	0.80	8.80	7.60	1.20	0.80	9.20	5.20
1.00	3.20	4.80	6.00	10.80	12.80	8.00	5.60	1.60	0.40	1.60	2.00	9.60	8.40	5.20	7.60	3.50	0.80	2.00	1.20	5.60
1.00	2.80	21.20	13.20	7.60	6.40	5.60	8.80	19.20	8.80	4.00	25.60	14.00	7.60	0.40	6.40	5.20	4.80	1.20	26.00	17.20
1.00	2.80	15.60	10.40	8.80	0.40	0.80	3.20	2.80	3.20	16.00	11.60	16.40	10.40	15.20	8.80	10.40	0.40	2.00	6.80	4.40
1.00	2.80	9.60	17.60	12.40	7.60	23.20	18.40	8.00	5.20	0.80	1.60	7.60	5.60	2.40	1.20	2.80	1.60	0.80	9.60	20.80
1.00	2.80	9.20	17.20	15.20	14.80	19.20	20.00	12.80	7.10	11.60	6.40	2.00	3.50	10.40	8.00	11.20	8.00	2.40	1.60	4.80
1.00	2.80	8.40	15.60	26.00	19.20	30.40	17.60	12.00	7.60	13.60	8.40	20.00	10.00	4.40	4.00	2.80	14.00	15.60	8.40	8.40
1.00	2.80	6.80	4.00	5.60	4.40	9.60	8.00	4.80	2.40	9.60	8.40	8.40	7.10	12.40	13.20	6.40	2.40	8.00	4.80	3.50
1.00	2.80	5.60	0.40	9.20	9.20	1.20	2.40	9.60	12.00	4.00	8.00	3.50	1.60	7.10	6.80	2.40	11.60	1.60	10.80	3.50
1.00	2.80	5.20	17.20	11.20	10.00	6.40	5.20	2.00	4.40	3.20	3.20	2.00	2.80	3.20	9.20	4.40	3.50	1.20	4.80	6.80
1.00	2.80	4.80	4.80	4.80	8.00	5.20	0.80	3.20	5.60	24.00	13.60	8.00	6.00	6.40	4.40	2.80	2.80	2.00	9.60	10.40
1.00	2.80	4.40	8.80	8.40	5.60	3.50	9.20	5.60	3.50	33.60	15.20	8.40	4.80	2.40	4.80	2.40	4.00	2.40	4.40	11.60
1.00	2.80	4.40	7.60	7.10	13.60	6.00	2.80	8.80	3.50	2.00	2.00	3.50	4.40	10.80	8.40	7.10	5.20	8.80	3.50	2.40
1.00	2.80	4.40	6.40	4.40	5.20	5.20	6.80	20.00	9.20	7.60	6.40	30.80	20.40	16.40	5.20	2.40	1.60	1.60	4.40	5.20
1.00	2.80	3.50	16.80	10.80	5.20	4.40	4.40	1.20	12.80	8.00	12.80	7.60	19.60	19.60	12.80	3.50	30.00	17.20	10.00	7.10
1.00	2.80	2.80	2.80	5.20	5.60	12.00	16.40	21.20	15.20	15.20	7.10	14.80	8.00	6.00	8.40	20.80	15.20	12.80	11.20	12.80
1.00	2.80	2.40	8.00	4.80	2.00	2.80	2.00	1.20	1.60	3.20	5.20	3.50	9.20	5.60	6.80	10.00	6.80	4.40	21.20	19.60
1.00	2.80	2.00	4.40	1.20	1.60	2.00	4.40	1.20	1.60	1.60	4.80	9.20	19.60	12.40	12.00	11.20	8.40	5.60	10.80	3.50
1.00	2.80	2.40	2.00	2.00	1.60	1.60	3.50	2.80	4.40	0.80	11.60	7.60	5.60	5.60	6.00	5.20	5.60	6.80	4.40	10.40
1.00	2.40	8.40	20.80	14.80	9.20	2.00	4.00	6.00	10.00	4.80	12.80	8.00	6.40	5.60	6.40	2.40	1.60	3.20	8.00	7.10
1.00	2.40	15.60	9.20	8.40	4.80	4.00	2.00	4.40	6.40	3.20	3.20	1.20	0.80	12.80	5.20	2.40	2.40	22.40	14.30	8.00
1.00	2.40	5.60	5.60	4.80	6.00	14.30	14.30	21.20	12.00	6.80	4.00	0.40	4.80	4.80	7.10	5.20	4.00	12.00	9.60	2.40
1.00	2.40	5.20	3.50	3.20	13.60	6.80	6.80	5.20	6.40	4.40	18.40	8.80	4.80	8.80	5.60	2.00	14.30	10.80	6.40	4.80
1.00	2.40	5.20	4.00	2.80	8.40	6.80	7.10	4.00	1.60	8.80	6.00	1.60	2.40	3.20	2.00	1.60	6.00	0.40	0.80	0.80
1.00	2.40	3.50	4.40	7.10	13.60	5.60	5.60	7.60	3.50	8.40	8.40	30.00	11.20	7.10	6.40	11.60	10.40	26.00	17.60	12.40
1.00	2.40	4.00	3.20	4.00	4.80	9.20	10.00	8.40	22.70	14.30	8.40	8.40	32.40	16.40	14.00	24.40	22.70	14.80	12.80	8.40
1.00	2.40	4.00	2.80	4.80	6.40	23.20	14.80	18.40	17.60	10.40	4.40	2.40	0.80	4.80	8.80	19.60	15.60	16.00	8.80	4.80
1.00	2.40	2.40	3.20	5.60	4.80	5.60	22.00	2.00	11.20	16.80	2.00	2.80	6.00	6.00	6.40	5.20	4.40	10.40	5.20	2.00
1.00	2.40	2.40	3.20	5.60	4.80	5.60	22.00	2.00	11.20	16.80	2.00	2.80	6.00	6.00	6.40	5.20	4.40	10.40	5.20	2.00
1.00	2.40	2.40	2.40	2.00	0.80	2.00	2.40	7.60	5.20	1.60	8.40	4.80	15.60	8.80	5.60	4.40	4.40	2.80	2.40	2.40
1.00	2.40	1.60	3.20	4.00	6.40	16.40	9.20	14.80	14.80	5.20	3.50	3.20	1.60	6.00	10.80	8.40	7.60	6.80	5.60	4.80
1.00	2.40	1.60	1.60	1.60	2.40	2.80	8.40	2.00	3.20	7.60	4.00	14.00	6.40	5.60	5.60	18.00	10.80	7.60	1.60	14.80
1.00	2.40	1.60	2.00	4.40	1.60	1.60	16.80	11.20	7.60	19.20	15.20	17.60	12.80	30.80	20.40	20.40	10.80	2.40	1.60	9.20
1.00	2.40	2.00	0.40	2.40	4.00	4.40	5.20	0.40	2.40	2.80	6.40	6.40	9.60	6.40	10.40	1.20	4.40	8.80	21.20	16.00
1.00	2.40	0.80	2.80	15.60	11.60	23.50	14.30	9.20	4.80	2.80	6.00	4.00	1.60	1.60	16.00	10.80	5.60	0.80	2.80	5.20
1.00	2.40	0.40	0.80	4.00	13.20	4.80	6.00	10.00	5.20	5.60	4.00	3.20	5.20	6.40	4.80	4.00	3.50	7.60	7.60	1.20
1.00	2.40	2.40	0.40	0.40	3.20	2.00	4.00	9.60	16.40	14.30	26.40	18.00	13.20	9.60	8.40	9.20	5.20	3.50	1.20	2.00
1.00	2.40	2.40	0.40	0.40	3.20	2.00	4.00	9.60	16.40	14.30	26.40	18.00	13.20	9.60	8.40	9.20	5.20	3.50	1.20	2.00
1.00	2.40	2.00	2.00	4.80	6.40	7.60	8.00	14.00	14.30	11.60	4.00	10.00	9.60	5.20	4.00	3.50	4.00	4.40	4.40	5.20
1.00	2.40	2.40	2.80	4.40	2.80	1.60	2.40	2.00	1.60	9.20	10.40	9.20	8.00	9.60	2.40	5.20	0.80	2.40	6.80	4.80
1.00	2.40	2.40	4.40	6.80	4.80	4.00	9.20	13.20	11.60	10.00	22.40	19.60	12.40	8.40	16.80	10.80	2.80	2.40	0.40	0.80
